f1,f2,f3,f4,f5,f6,label
3000,1000,3000,2000,1000,0,0
3000,1000,3000,2000,1000,1000,1
3000,1000,3000,2000,1000,2000,1
3000,1000,3000,2000,2000,0,0
3000,1000,3000,2000,2000,1000,1
3000,1000,3000,2000,2000,2000,1
3000,0,0,0,0,0,0
3000,0,0,0,0,1000,0
3000,0,0,0,0,2000,0
3000,0,0,0,1000,0,0
3000,0,0,0,1000,1000,0
3000,0,0,0,1000,2000,0
3000,0,0,0,2000,0,0
3000,0,0,0,2000,1000,0
3000,0,0,0,2000,2000,0
3000,0,0,1000,0,0,0
3000,0,0,1000,0,1000,0
3000,0,0,1000,0,2000,1
3000,0,0,1000,1000,0,0
3000,0,0,1000,1000,1000,0
3000,0,0,1000,1000,2000,1
3000,0,0,1000,2000,0,0
3000,0,0,1000,2000,1000,1
3000,0,0,1000,2000,2000,1
3000,0,0,2000,0,0,0
3000,0,0,2000,0,1000,0
3000,0,0,2000,0,2000,0
3000,0,0,2000,1000,0,0
3000,0,0,2000,1000,1000,0
3000,0,0,2000,1000,2000,1
3000,0,0,2000,2000,0,0
3000,0,0,2000,2000,1000,1
3000,0,0,2000,2000,2000,1
3000,0,1000,0,0,0,0
3000,0,1000,0,0,1000,0
3000,0,1000,0,0,2000,0
3000,0,1000,0,1000,0,0
3000,0,1000,0,1000,1000,0
3000,0,1000,0,1000,2000,0
3000,0,1000,0,2000,0,0
3000,0,1000,0,2000,1000,0
3000,0,1000,0,2000,2000,0
3000,0,1000,1000,0,0,0
3000,0,1000,1000,0,1000,0
3000,0,1000,1000,0,2000,1
3000,0,1000,1000,1000,0,0
3000,0,1000,1000,1000,1000,0
3000,0,1000,1000,1000,2000,1
3000,0,1000,1000,2000,0,0
3000,0,1000,1000,2000,1000,1
3000,0,1000,1000,2000,2000,1
3000,0,1000,2000,0,0,0
3000,0,1000,2000,0,1000,0
3000,0,1000,2000,0,2000,1
3000,0,1000,2000,1000,0,0
3000,0,1000,2000,1000,1000,1
3000,0,1000,2000,1000,2000,1
3000,0,1000,2000,2000,0,0
3000,0,1000,2000,2000,1000,1
3000,0,1000,2000,2000,2000,1
3000,0,2000,0,0,0,0
3000,0,2000,0,0,1000,0
3000,0,2000,0,0,2000,0
3000,0,2000,0,1000,0,0
3000,0,2000,0,1000,1000,0
3000,0,2000,0,1000,2000,0
3000,0,2000,0,2000,0,0
3000,0,2000,0,2000,1000,0
3000,0,2000,0,2000,2000,0
3000,0,2000,1000,0,0,0
3000,0,2000,1000,0,1000,0
3000,0,2000,1000,0,2000,1
3000,0,2000,1000,1000,0,0
3000,0,2000,1000,1000,1000,1
3000,0,2000,1000,1000,2000,1
3000,0,2000,1000,2000,0,0
3000,0,2000,1000,2000,1000,1
3000,0,2000,1000,2000,2000,1
3000,0,2000,2000,0,0,0
3000,0,2000,2000,0,1000,0
3000,0,2000,2000,0,2000,1
3000,0,2000,2000,1000,0,0
3000,0,2000,2000,1000,1000,1
3000,0,2000,2000,1000,2000,1
3000,0,2000,2000,2000,0,0
3000,0,2000,2000,2000,1000,1
3000,0,2000,2000,2000,2000,1
3000,0,3000,0,0,0,0
3000,0,3000,0,0,1000,0
3000,0,3000,0,0,2000,0
3000,0,3000,0,1000,0,0
3000,0,3000,0,1000,1000,0
3000,0,3000,0,1000,2000,0
3000,0,3000,0,2000,0,0
3000,0,3000,0,2000,1000,0
3000,0,3000,0,2000,2000,0
3000,0,3000,1000,0,0,0
3000,0,3000,1000,0,1000,0
3000,0,3000,1000,0,2000,1
3000,0,3000,1000,1000,0,0
3000,0,3000,1000,1000,1000,1
3000,0,3000,1000,1000,2000,1
3000,0,3000,1000,2000,0,0
3000,0,3000,1000,2000,1000,1
3000,0,3000,1000,2000,2000,1
3000,0,3000,2000,0,0,0
3000,0,3000,2000,0,1000,0
3000,0,3000,2000,0,2000,1
3000,0,3000,2000,1000,0,0
3000,0,3000,2000,1000,1000,1
3000,0,3000,2000,1000,2000,1
3000,0,3000,2000,2000,0,0
3000,0,3000,2000,2000,1000,1
3000,0,3000,2000,2000,2000,1
2000,3000,0,0,0,0,0
2000,3000,0,0,0,1000,0
2000,3000,0,0,0,2000,0
2000,3000,0,0,1000,0,0
2000,3000,0,0,1000,1000,0
2000,3000,0,0,1000,2000,0
2000,3000,0,0,2000,0,0
2000,3000,0,0,2000,1000,0
2000,3000,0,0,2000,2000,0
2000,3000,0,1000,0,0,0
2000,3000,0,1000,0,1000,0
2000,3000,0,1000,0,2000,0
2000,3000,0,1000,1000,0,0
2000,3000,0,1000,1000,1000,0
2000,3000,0,1000,1000,2000,0
2000,3000,0,1000,2000,0,0
2000,3000,0,1000,2000,1000,0
2000,3000,0,1000,2000,2000,0
2000,3000,0,2000,0,0,0
2000,3000,0,2000,0,1000,0
2000,3000,0,2000,0,2000,0
2000,3000,0,2000,1000,0,0
2000,3000,0,2000,1000,1000,0
2000,3000,0,2000,1000,2000,0
2000,3000,0,2000,2000,0,0
2000,3000,0,2000,2000,1000,0
2000,3000,0,2000,2000,2000,0
2000,3000,1000,0,0,0,0
2000,3000,1000,0,0,1000,0
2000,3000,1000,0,0,2000,0
2000,3000,1000,0,1000,0,0
2000,3000,1000,0,1000,1000,0
2000,3000,1000,0,1000,2000,0
2000,3000,1000,0,2000,0,0
2000,3000,1000,0,2000,1000,0
2000,3000,1000,0,2000,2000,0
2000,3000,1000,1000,0,0,0
2000,3000,1000,1000,0,1000,0
2000,3000,1000,1000,0,2000,0
2000,3000,1000,1000,1000,0,0
2000,3000,1000,1000,1000,1000,0
2000,3000,1000,1000,1000,2000,0
2000,3000,1000,1000,2000,0,0
2000,3000,1000,1000,2000,1000,0
2000,3000,1000,1000,2000,2000,0
2000,3000,1000,2000,0,0,0
2000,3000,1000,2000,0,1000,0
2000,3000,1000,2000,0,2000,0
2000,3000,1000,2000,1000,0,0
2000,3000,1000,2000,1000,1000,0
2000,3000,1000,2000,1000,2000,0
2000,3000,1000,2000,2000,0,0
2000,3000,1000,2000,2000,1000,0
2000,3000,1000,2000,2000,2000,0
2000,3000,2000,0,0,0,0
2000,3000,2000,0,0,1000,0
2000,3000,2000,0,0,2000,0
2000,3000,2000,0,1000,0,0
2000,3000,2000,0,1000,1000,0
2000,3000,2000,0,1000,2000,0
2000,3000,2000,0,2000,0,0
2000,3000,2000,0,2000,1000,0
2000,3000,2000,0,2000,2000,0
2000,3000,2000,1000,0,0,0
2000,3000,2000,1000,0,1000,0
2000,3000,2000,1000,0,2000,0
2000,3000,2000,1000,1000,0,0
2000,3000,2000,1000,1000,1000,0
2000,3000,2000,1000,1000,2000,0
2000,3000,2000,1000,2000,0,0
2000,3000,2000,1000,2000,1000,0
2000,3000,2000,1000,2000,2000,0
2000,3000,2000,2000,0,0,0
2000,3000,2000,2000,0,1000,0
2000,3000,2000,2000,0,2000,0
2000,3000,2000,2000,1000,0,0
2000,3000,2000,2000,1000,1000,0
2000,3000,2000,2000,1000,2000,0
2000,3000,2000,2000,2000,0,0
2000,3000,2000,2000,2000,1000,0
2000,3000,2000,2000,2000,2000,0
2000,3000,3000,0,0,0,0
2000,3000,3000,0,0,1000,0
2000,3000,3000,0,0,2000,0
2000,3000,3000,0,1000,0,0
2000,3000,3000,0,1000,1000,0
2000,3000,3000,0,1000,2000,0
2000,3000,3000,0,2000,0,0
2000,3000,3000,0,2000,1000,0
2000,3000,3000,0,2000,2000,0
2000,3000,3000,1000,0,0,0
2000,3000,3000,1000,0,1000,0
2000,3000,3000,1000,0,2000,0
2000,3000,3000,1000,1000,0,0
2000,3000,3000,1000,1000,1000,0
2000,3000,3000,1000,1000,2000,0
2000,3000,3000,1000,2000,0,0
2000,3000,3000,1000,2000,1000,0
2000,3000,3000,1000,2000,2000,0
2000,3000,3000,2000,0,0,0
2000,3000,3000,2000,0,1000,0
2000,3000,3000,2000,0,2000,0
2000,3000,3000,2000,1000,0,0
2000,3000,3000,2000,1000,1000,0
2000,3000,3000,2000,1000,2000,0
2000,3000,3000,2000,2000,0,0
2000,3000,3000,2000,2000,1000,0
2000,3000,3000,2000,2000,2000,0
2000,2000,0,0,0,0,0
2000,2000,0,0,0,1000,0
2000,2000,0,0,0,2000,0
2000,2000,0,0,1000,0,0
2000,2000,0,0,1000,1000,0
2000,2000,0,0,1000,2000,0
2000,2000,0,0,2000,0,0
2000,2000,0,0,2000,1000,0
2000,2000,0,0,2000,2000,0
2000,2000,0,1000,0,0,0
2000,2000,0,1000,0,1000,0
2000,2000,0,1000,0,2000,1
2000,2000,0,1000,1000,0,0
2000,2000,0,1000,1000,1000,0
2000,2000,0,1000,1000,2000,1
2000,2000,0,1000,2000,0,0
2000,2000,0,1000,2000,1000,1
2000,2000,0,1000,2000,2000,1
2000,2000,0,2000,0,0,0
2000,2000,0,2000,0,1000,0
2000,2000,0,2000,0,2000,0
2000,2000,0,2000,1000,0,0
2000,2000,0,2000,1000,1000,0
2000,2000,0,2000,1000,2000,1
2000,2000,0,2000,2000,0,0
2000,2000,0,2000,2000,1000,1
2000,2000,0,2000,2000,2000,1
2000,2000,1000,0,0,0,0
2000,2000,1000,0,0,1000,0
2000,2000,1000,0,0,2000,0
2000,2000,1000,0,1000,0,0
2000,2000,1000,0,1000,1000,0
2000,2000,1000,0,1000,2000,0
2000,2000,1000,0,2000,0,0
2000,2000,1000,0,2000,1000,0
2000,2000,1000,0,2000,2000,0
2000,2000,1000,1000,0,0,0
2000,2000,1000,1000,0,1000,0
2000,2000,1000,1000,0,2000,1
2000,2000,1000,1000,1000,0,0
2000,2000,1000,1000,1000,1000,0
2000,2000,1000,1000,1000,2000,1
2000,2000,1000,1000,2000,0,0
2000,2000,1000,1000,2000,1000,1
2000,2000,1000,1000,2000,2000,1
2000,2000,1000,2000,0,0,0
2000,2000,1000,2000,0,1000,0
2000,2000,1000,2000,0,2000,1
2000,2000,1000,2000,1000,0,0
2000,2000,1000,2000,1000,1000,1
2000,2000,1000,2000,1000,2000,1
2000,2000,1000,2000,2000,0,0
2000,2000,1000,2000,2000,1000,1
2000,2000,1000,2000,2000,2000,1
2000,2000,2000,0,0,0,0
2000,2000,2000,0,0,1000,0
2000,2000,2000,0,0,2000,0
2000,2000,2000,0,1000,0,0
2000,2000,2000,0,1000,1000,0
2000,2000,2000,0,1000,2000,0
2000,2000,2000,0,2000,0,0
2000,2000,2000,0,2000,1000,0
2000,2000,2000,0,2000,2000,0
2000,2000,2000,1000,0,0,0
2000,2000,2000,1000,0,1000,0
2000,2000,2000,1000,0,2000,1
2000,2000,2000,1000,1000,0,0
2000,2000,2000,1000,1000,1000,1
2000,2000,2000,1000,1000,2000,1
2000,2000,2000,1000,2000,0,0
2000,2000,2000,1000,2000,1000,1
2000,2000,2000,1000,2000,2000,1
2000,2000,2000,2000,0,0,0
2000,2000,2000,2000,0,1000,0
2000,2000,2000,2000,0,2000,1
2000,2000,2000,2000,1000,0,0
2000,2000,2000,2000,1000,1000,1
2000,2000,2000,2000,1000,2000,1
2000,2000,2000,2000,2000,0,0
2000,2000,2000,2000,2000,1000,1
2000,2000,2000,2000,2000,2000,1
2000,2000,3000,0,0,0,0
2000,2000,3000,0,0,1000,0
2000,2000,3000,0,0,2000,0
2000,2000,3000,0,1000,0,0
2000,2000,3000,0,1000,1000,0
2000,2000,3000,0,1000,2000,0
2000,2000,3000,0,2000,0,0
2000,2000,3000,0,2000,1000,0
2000,2000,3000,0,2000,2000,0
2000,2000,3000,1000,0,0,0
2000,2000,3000,1000,0,1000,0
2000,2000,3000,1000,0,2000,1
2000,2000,3000,1000,1000,0,0
2000,2000,3000,1000,1000,1000,1
2000,2000,3000,1000,1000,2000,1
2000,2000,3000,1000,2000,0,0
2000,2000,3000,1000,2000,1000,1
2000,2000,3000,1000,2000,2000,1
2000,2000,3000,2000,0,0,0
2000,2000,3000,2000,0,1000,0
2000,2000,3000,2000,0,2000,1
2000,2000,3000,2000,1000,0,0
2000,2000,3000,2000,1000,1000,1
2000,2000,3000,2000,1000,2000,1
2000,2000,3000,2000,2000,0,0
2000,2000,3000,2000,2000,1000,1
2000,2000,3000,2000,2000,2000,1
2000,1000,0,0,0,0,0
2000,1000,0,0,0,1000,0
2000,1000,0,0,0,2000,0
2000,1000,0,0,1000,0,0
2000,1000,0,0,1000,1000,0
2000,1000,0,0,1000,2000,0
2000,1000,0,0,2000,0,0
2000,1000,0,0,2000,1000,0
2000,1000,0,0,2000,2000,0
2000,1000,0,1000,0,0,0
2000,1000,0,1000,0,1000,0
2000,1000,0,1000,0,2000,1
2000,1000,0,1000,1000,0,0
2000,1000,0,1000,1000,1000,0
2000,1000,0,1000,1000,2000,1
2000,1000,0,1000,2000,0,0
2000,1000,0,1000,2000,1000,1
2000,1000,0,1000,2000,2000,1
2000,1000,0,2000,0,0,0
2000,1000,0,2000,0,1000,0
2000,1000,0,2000,0,2000,0
2000,1000,0,2000,1000,0,0
2000,1000,0,2000,1000,1000,0
2000,1000,0,2000,1000,2000,1
2000,1000,0,2000,2000,0,0
2000,1000,0,2000,2000,1000,1
2000,1000,0,2000,2000,2000,1
2000,1000,1000,0,0,0,0
2000,1000,1000,0,0,1000,0
2000,1000,1000,0,0,2000,0
2000,1000,1000,0,1000,0,0
2000,1000,1000,0,1000,1000,0
2000,1000,1000,0,1000,2000,0
2000,1000,1000,0,2000,0,0
2000,1000,1000,0,2000,1000,0
2000,1000,1000,0,2000,2000,0
2000,1000,1000,1000,0,0,0
2000,1000,1000,1000,0,1000,0
2000,1000,1000,1000,0,2000,1
2000,1000,1000,1000,1000,0,0
2000,1000,1000,1000,1000,1000,0
2000,1000,1000,1000,1000,2000,1
2000,1000,1000,1000,2000,0,0
2000,1000,1000,1000,2000,1000,1
2000,1000,1000,1000,2000,2000,1
2000,1000,1000,2000,0,0,0
2000,1000,1000,2000,0,1000,0
2000,1000,1000,2000,0,2000,1
2000,1000,1000,2000,1000,0,0
2000,1000,1000,2000,1000,1000,1
2000,1000,1000,2000,1000,2000,1
2000,1000,1000,2000,2000,0,0
2000,1000,1000,2000,2000,1000,1
2000,1000,1000,2000,2000,2000,1
2000,1000,2000,0,0,0,0
2000,1000,2000,0,0,1000,0
2000,1000,2000,0,0,2000,0
2000,1000,2000,0,1000,0,0
2000,1000,2000,0,1000,1000,0
2000,1000,2000,0,1000,2000,0
2000,1000,2000,0,2000,0,0
2000,1000,2000,0,2000,1000,0
2000,1000,2000,0,2000,2000,0
2000,1000,2000,1000,0,0,0
2000,1000,2000,1000,0,1000,0
2000,1000,2000,1000,0,2000,1
2000,1000,2000,1000,1000,0,0
2000,1000,2000,1000,1000,1000,1
2000,1000,2000,1000,1000,2000,1
2000,1000,2000,1000,2000,0,0
2000,1000,2000,1000,2000,1000,1
2000,1000,2000,1000,2000,2000,1
2000,1000,2000,2000,0,0,0
2000,1000,2000,2000,0,1000,0
2000,1000,2000,2000,0,2000,1
2000,1000,2000,2000,1000,0,0
2000,1000,2000,2000,1000,1000,1
2000,1000,2000,2000,1000,2000,1
2000,1000,2000,2000,2000,0,0
2000,1000,2000,2000,2000,1000,1
2000,1000,2000,2000,2000,2000,1
2000,1000,3000,0,0,0,0
2000,1000,3000,0,0,1000,0
2000,1000,3000,0,0,2000,0
2000,1000,3000,0,1000,0,0
2000,1000,3000,0,1000,1000,0
2000,1000,3000,0,1000,2000,0
2000,1000,3000,0,2000,0,0
2000,1000,3000,0,2000,1000,0
2000,1000,3000,0,2000,2000,0
2000,1000,3000,1000,0,0,0
2000,1000,3000,1000,0,1000,0
2000,1000,3000,1000,0,2000,1
2000,1000,3000,1000,1000,0,0
2000,1000,3000,1000,1000,1000,1
2000,1000,3000,1000,1000,2000,1
2000,1000,3000,1000,2000,0,0
2000,1000,3000,1000,2000,1000,1
2000,1000,3000,1000,2000,2000,1
2000,1000,3000,2000,0,0,0
2000,1000,3000,2000,0,1000,0
2000,1000,3000,2000,0,2000,1
